,Id,PreMinedValue,ImageUrl,FullName,Name,Symbol,Algorithm,Url,SortOrder,FullyPremined,ProofType,TotalCoinSupply,TotalCoinsFreeFloat,SmartContractAddress,Sponsored,BuiltOn,CoinName
CPN,625381,N/A,/media/20780661/cpn.png,CompuCoin (CPN),CPN,CPN,Scrypt,/coins/cpn/overview,2033,0,PoW,35000000,N/A,N/A,False,N/A,CompuCoin
BCX*,536213,N/A,/media/16746738/bcx.png,BitcoinX (BCX*),BCX*,BCX*,DPoS,/coins/bcxstar/overview,1991,0,DPoS,210000000000,N/A,N/A,False,N/A,BitcoinX
SHND,659488,N/A,/media/20780741/shnd.png,StrongHands (SHND),SHND,SHND,SHA256D,/coins/shnd/overview,2054,0,PoW/PoS,N/A,N/A,N/A,False,N/A,StrongHands
BTCE,463700,N/A,/media/16746600/btce.png,EthereumBitcoin (BTCE),BTCE,BTCE,N/A,/coins/btce/overview,1952,0,N/A,21000000,N/A,0x0886949c1b8C412860c4264Ceb8083d1365e86CF,False,7605,EthereumBitcoin
OCN,714255,N/A,/media/27010448/ocn.png,Odyssey (OCN),OCN,OCN,N/A,/coins/ocn/overview,2141,0,N/A,10000000000,N/A,0x4092678e4E78230F46A1534C0fbc8fA39780892B,False,7605,Odyssey
XCD,726598,N/A,/media/27010488/xcd.png,Capdax (XCD),XCD,XCD,N/A,/coins/xcd/overview,2171,0,N/A,2500000000,N/A,0xca00bc15f67ebea4b20dfaaa847cace113cc5501,False,7605,Capdax
BETHER,926307,N/A,/media/34835962/bether.png,Bethereum (BETHER),BETHER,BETHER,N/A,/coins/bether/overview,3452,0,N/A,1000000000,N/A,0x14c926f2290044b647e1bf2072e67b495eff1905,False,7605,Bethereum
ADAB,926442,N/A,/media/34836043/adab.png,Adab Solutions (ADAB),ADAB,ADAB,N/A,/coins/adab/overview,3484,0,N/A,480000000,N/A,N/A,False,7605,Adab Solutions
FIH,926446,N/A,/media/34836045/fih.png,Fidelity House (FIH),FIH,FIH,N/A,/coins/fih/overview,3486,0,N/A,1000000000,N/A,N/A,False,7605,Fidelity House
INX,926448,N/A,/media/34836046/inx.png,InnovaMinex (INX),INX,INX,N/A,/coins/inx/overview,3487,0,N/A,300000000,N/A,N/A,False,N/A,InnovaMinex
MOBU,926450,N/A,/media/34836047/mobu.png,MOBU (MOBU),MOBU,MOBU,N/A,/coins/mobu/overview,3488,0,N/A,50901758.460709569,N/A,0x2b4dd5851da6e7ea0bc2d2c814c229abecf5dc80,False,7605,MOBU
NVDX,926452,N/A,/media/34836048/nvdx.png,Nodvix (NVDX),NVDX,NVDX,N/A,/coins/nvdx/overview,3489,0,N/A,N/A,N/A,N/A,False,7605,Nodvix
TAL,926457,N/A,/media/34836050/tal.png,Talentico (TAL),TAL,TAL,N/A,/coins/tal/overview,3491,0,N/A,12000000000,N/A,N/A,False,7605,Talentico
ATT,926478,N/A,/media/34836055/att.png,Aeternum (ATT),ATT,ATT,N/A,/coins/att/overview,3492,0,N/A,30000000000,N/A,N/A,False,7605,Aeternum
B21,926487,N/A,/media/34836059/b21.png,B21 (B21),B21,B21,N/A,/coins/b21/overview,3495,0,N/A,500000000,N/A,0x6faa826af0568d1866fca570da79b318ef114dab,False,7605,B21
BVO,926507,N/A,/media/34836070/bvo.png,BRAVO Pay (BVO),BVO,BVO,N/A,/coins/bvo/overview,3498,0,N/A,1000000000,N/A,N/A,False,7605,BRAVO Pay
CDRX,926514,N/A,/media/34836074/cdrx.png,CDRX (CDRX),CDRX,CDRX,N/A,/coins/cdrx/overview,3500,0,N/A,400000000,N/A,N/A,False,7605,CDRX
CRF,926525,N/A,/media/34836083/crf.png,CrowdForce  (CRF),CRF,CRF,N/A,/coins/crf/overview,3501,0,N/A,1000000000,N/A,N/A,False,7605,CrowdForce 
ELES,926529,N/A,/media/34836088/eles.png,Elements Estates (ELES),ELES,ELES,N/A,/coins/eles/overview,3502,0,N/A,250000000,N/A,0x3c3f82ea193535e4e94dfbce8ac771f361cfedd6,False,7605,Elements Estates
GEON,926532,N/A,/media/34836090/geon.png,Geon (GEON),GEON,GEON,N/A,/coins/geon/overview,3503,0,N/A,850000000,N/A,N/A,False,7605,Geon
GTX,926483,N/A,/media/34836056/gtx.png,GALLACTIC (GTX),GTX,GTX,N/A,/coins/gtx/overview,3494,0,N/A,1000000000,N/A,N/A,False,7605,GALLACTIC
TZO,926542,N/A,/media/34836092/tzo.png,TANZ? (TZO),TZO,TZO,N/A,/coins/tzo/overview,3504,0,N/A,500000000,N/A,N/A,False,7605,TANZ?
WLME,926549,N/A,/media/34836096/wlme.png,Wellmee (WLME),WLME,WLME,N/A,/coins/wlme/overview,3506,0,N/A,1000000000,N/A,N/A,False,4614,Wellmee
AWT,926555,N/A,/media/34836101/awt.png,WhatsOnPic (AWT),AWT,AWT,N/A,/coins/awt/overview,3508,0,N/A,7213925,N/A,N/A,False,7605,WhatsOnPic
ABX,926559,N/A,/media/34836103/abx.png,AutoBay (ABX),ABX,ABX,N/A,/coins/abx/overview,3509,0,N/A,945000000,N/A,N/A,False,7605,AutoBay
BFC,926568,N/A,/media/34836109/bfc.png,Betform (BFC),BFC,BFC,N/A,/coins/bfc/overview,3511,0,N/A,240000000,N/A,N/A,False,7605,Betform
IMP,926570,N/A,/media/34836110/ipm.png,Brain Space (IMP),IMP,IMP,N/A,/coins/imp/overview,3512,0,N/A,2700000000,N/A,N/A,False,7605,Brain Space
XPT,926572,N/A,/media/34836111/xpt.png,Plata (XPT),XPT,XPT,N/A,/coins/xpt/overview,3513,0,N/A,400000000,N/A,N/A,False,7605,Plata
FORK,926574,N/A,/media/34836112/fork.png,Gastro Advisor Token (FORK),FORK,FORK,N/A,/coins/fork/overview,3514,0,N/A,15296688.04374624,N/A,0x5bb1632fa0023e1aa76a1ae92b4635c8dba49fa2,False,7605,Gastro Advisor Token
RBDT,924742,N/A,/media/34477932/rbdt.png,RoBust Defense Token (RBDT),RBDT,RBDT,N/A,/coins/rbdt/overview,3137,0,N/A,30000000000,N/A,N/A,False,7605,RoBust Defense Token
ARR,924796,N/A,/media/34477967/arr.png,ARROUND (ARR),ARR,ARR,N/A,/coins/arr/overview,3148,0,N/A,3000000000,N/A,N/A,False,7605,ARROUND
LPT,926589,N/A,/media/35264132/lpt.png,Livepeer (LPT),LPT,LPT,N/A,/coins/lpt/overview,3518,0,N/A,10850446.905456919489511705,N/A,0x58b6a8a3302369daec383334672404ee733ab239,False,7605,Livepeer
IOV,926605,N/A,/media/35264141/iov.png,IOV (IOV),IOV,IOV,N/A,/coins/iov/overview,3521,0,N/A,417000000,N/A,N/A,False,7605,IOV
MYO,926607,N/A,/media/35264142/myo.png,Mycro (MYO),MYO,MYO,N/A,/coins/myo/overview,3522,0,N/A,100000000,N/A,N/A,False,7605,Mycro
ORET,926609,N/A,/media/35264143/oret.png,ORET Token (ORET),ORET,ORET,N/A,/coins/oret/overview,3523,0,N/A,12500000,N/A,N/A,False,7605,ORET Token
QUIZ,926613,N/A,/media/35264145/quiz.png,Quizando (QUIZ),QUIZ,QUIZ,N/A,/coins/quiz/overview,3525,0,N/A,1200000000,N/A,N/A,False,7605,Quizando
TVA,925915,N/A,/media/34835675/terra.png,Terra Virtua (TVA),TVA,TVA,N/A,/coins/tva/overview,3407,0,N/A,1200000000,N/A,N/A,False,7605,Terra Virtua
CYRS,926616,N/A,/media/35264146/cyrs.png,Cyrus Token (CYRS),CYRS,CYRS,N/A,/coins/cyrs/overview,3526,0,N/A,29600000,N/A,N/A,False,7605,Cyrus Token
UTL,926618,N/A,/media/35264147/utl.png,Utile Network (UTL),UTL,UTL,N/A,/coins/utl/overview,3527,0,N/A,200000000,N/A,N/A,False,7605,Utile Network
JOYS,926622,N/A,/media/35264149/joys.png,JOYS (JOYS),JOYS,JOYS,N/A,/coins/joys/overview,3528,0,N/A,10000000000,N/A,N/A,False,7605,JOYS
MNVM,926629,N/A,/media/35264154/mnvm.png,Novam (MNVM),MNVM,MNVM,N/A,/coins/mnvm/overview,3530,0,N/A,2000000000,N/A,N/A,False,7605,Novam
PLTX,926631,N/A,/media/35264155/pltx.png,PlutusX (PLTX),PLTX,PLTX,N/A,/coins/pltx/overview,3531,0,N/A,400000000,N/A,N/A,False,7605,PlutusX
BTMG,926633,N/A,/media/35264156/btmg.png,Bitcademy Football (BTMG),BTMG,BTMG,N/A,/coins/btmg/overview,3532,0,N/A,1000000000,N/A,N/A,False,7605,Bitcademy Football
BRIK,926636,N/A,/media/35264157/brik.png,BrikBit (BRIK),BRIK,BRIK,N/A,/coins/brik/overview,3533,0,N/A,100000000,N/A,N/A,False,19745,BrikBit
XTN,926638,N/A,/media/35264158/xnt.png,XEND token (XTN),XTN,XTN,N/A,/coins/xtn/overview,3534,0,N/A,200000000,N/A,N/A,False,7605,XEND token
LUMA,926641,N/A,/media/35264159/luma.png,LUMA Token (LUMA),LUMA,LUMA,N/A,/coins/luma/overview,3535,0,N/A,500000000,N/A,N/A,False,7605,LUMA Token
BTZN,926643,N/A,/media/35264161/btz.png,Bitzon (BTZN),BTZN,BTZN,N/A,/coins/btzn/overview,3536,0,N/A,1230769230.769231,N/A,N/A,False,7605,Bitzon
DACH,926627,N/A,/media/35264153/dach.png,DACH Coin (DACH),DACH,DACH,Quark,/coins/dach/overview,3529,0,PoS,38000000,N/A,N/A,False,N/A,DACH Coin
CLRTY,926646,N/A,/media/35264162/clrty.png,Clarity (CLRTY),CLRTY,CLRTY,N/A,/coins/clrty/overview,3537,0,N/A,240000000,N/A,N/A,False,7605,Clarity
CGT,926651,N/A,/media/35264163/cgt.png,Coingrid (CGT),CGT,CGT,N/A,/coins/cgt/overview,3538,0,N/A,100000000,N/A,0x87ffc717cc640c75aeb69eb6c4ed327e274d26d4,False,7605,Coingrid
NAVIB,926654,N/A,/media/35264167/navib.png,Navibration (NAVIB),NAVIB,NAVIB,N/A,/coins/navib/overview,3539,0,N/A,300000000,N/A,N/A,False,7605,Navibration
ATHK,926656,N/A,/media/35264169/athk.png,AntiHACK.me (ATHK),ATHK,ATHK,N/A,/coins/athk/overview,3540,0,N/A,2000000000,N/A,N/A,False,7605,AntiHACK.me
ATP,926659,N/A,/media/35264171/atp.png,ArtPro (ATP),ATP,ATP,N/A,/coins/atp/overview,3541,0,N/A,500000000,N/A,N/A,False,7605,ArtPro
PLEO,926663,N/A,/media/35264174/pleo.png,Empleos (PLEO),PLEO,PLEO,N/A,/coins/pleo/overview,3542,0,N/A,140000000,N/A,N/A,False,5285,Empleos
GDX,926665,N/A,/media/35264175/gdx.png,Gamedex (GDX),GDX,GDX,N/A,/coins/gdx/overview,3543,0,N/A,4901960000,N/A,N/A,False,7605,Gamedex
EGDC,926668,N/A,/media/35264176/egdc.png,EasyGuide (EGDC),EGDC,EGDC,N/A,/coins/egdc/overview,3544,0,N/A,10000000000,N/A,N/A,False,7605,EasyGuide
ENTT,926670,N/A,/media/35264178/entt.png,Presale Ventures (ENTT),ENTT,ENTT,N/A,/coins/entt/overview,3545,0,N/A,40000000,N/A,N/A,False,7605,Presale Ventures
RWD,926672,N/A,/media/35264179/rwd.png,Reward Vision (RWD),RWD,RWD,N/A,/coins/rwd/overview,3546,0,N/A,3000000000,N/A,N/A,False,7605,Reward Vision
INS,370973,N/A,/media/35264177/ins.jpg,Insolar (INS),INS,INS,N/A,/coins/ins/overview,1795,0,N/A,50000000,N/A,0x5b2e4a700dfbc560061e957edec8f6eeeb74a320,False,7605,Insolar
AURUM,926676,N/A,/media/35264181/aurum.png,Aurum (AURUM),AURUM,AURUM,N/A,/coins/aurum/overview,3548,0,N/A,375000000,N/A,N/A,False,7605,Aurum
CRWD,926683,N/A,/media/35264185/crwt.png,CRWD Network (CRWD),CRWD,CRWD,N/A,/coins/crwd/overview,3550,0,N/A,45000000,N/A,N/A,False,7605,CRWD Network
ENCN,926687,N/A,/media/35264186/encn.png,EndChain (ENCN),ENCN,ENCN,N/A,/coins/encn/overview,3551,0,N/A,135576932,N/A,N/A,False,7605,EndChain
WRL,926678,N/A,/media/35264182/wrl.png,WHIRL (WRL),WRL,WRL,N/A,/coins/wrl/overview,3549,0,N/A,56550000000,N/A,0xc6e6fbec35c866b46bbb9d4f43bbfd205944f019,False,7605,WHIRL
TAURI,926689,N/A,/media/35264189/tauri.png,Extauri (TAURI),TAURI,TAURI,N/A,/coins/tauri/overview,3552,0,N/A,2100000000,N/A,N/A,False,7605,Extauri
EYE,926691,N/A,/media/35264190/eye.png,EYE Token (EYE),EYE,EYE,N/A,/coins/eye/overview,3553,0,N/A,10000000000,N/A,N/A,False,7605,EYE Token
GTR,926693,N/A,/media/35264191/gtr.png,Gturbo (GTR),GTR,GTR,N/A,/coins/gtr/overview,3554,0,N/A,452173913.04,N/A,N/A,False,7605,Gturbo
UTNP,466492,N/A,/media/16746611/utn.png,Universa (UTNP),UTNP,UTNP,N/A,/coins/utnp/overview,1956,0,N/A,4997891952,N/A,0x9e3319636e2126e3c0bc9e3134aec5e1508a46c7,False,7605,Universa
HXC,926696,N/A,/media/35264192/hxc.png,HexanCoin (HXC),HXC,HXC,N/A,/coins/hxc/overview,3555,0,N/A,220000000,N/A,N/A,False,7605,HexanCoin
OPEX,926698,N/A,/media/35264193/opex.jpg,Optherium Token (OPEX),OPEX,OPEX,N/A,/coins/opex/overview,3556,0,N/A,3200000000,N/A,N/A,False,7605,Optherium Token
SKYM,926700,N/A,/media/35264194/skim.png,SkyMap (SKYM),SKYM,SKYM,N/A,/coins/skym/overview,3557,0,N/A,350000000,N/A,N/A,False,7605,SkyMap
SCIA,926702,N/A,/media/35264195/scia.png,Stem Cell (SCIA),SCIA,SCIA,N/A,/coins/scia/overview,3558,0,N/A,800000000,N/A,N/A,False,7605,Stem Cell
TXP,926704,N/A,/media/35264196/txp.png,Trade Pharma Network (TXP),TXP,TXP,N/A,/coins/txp/overview,3559,0,N/A,1000000000,N/A,N/A,False,7605,Trade Pharma Network
GPS,926706,N/A,/media/35264197/gps.png,Triffic (GPS),GPS,GPS,N/A,/coins/gps/overview,3560,0,N/A,1000000000,N/A,N/A,False,30173,Triffic
WTXH,926708,N/A,/media/35264198/wtxh.png,WTX HUB (WTXH),WTXH,WTXH,N/A,/coins/wtxh/overview,3561,0,N/A,250000000,N/A,N/A,False,7605,WTX HUB
BBG,926710,N/A,/media/35264199/bbg.png,BigBang (BBG),BBG,BBG,N/A,/coins/bbg/overview,3562,0,N/A,500000000,N/A,N/A,False,7605,BigBang
LYNK,925552,N/A,/media/34478384/lynk.png,Lynked.World (LYNK),LYNK,LYNK,N/A,/coins/lynk/overview,3333,0,N/A,200000000,N/A,0x5763f67eadbe0d30112b58fc4135e839cb08a7c1,False,7605,Lynked.World
ONT,808414,N/A,/media/30001663/ont.jpg,Ontology (ONT),ONT,ONT,N/A,/coins/ont/overview,2446,0,PoS,1000000000,N/A,N/A,False,N/A,Ontology
FLC,926723,N/A,/media/35264207/flc.png,Fieldcoin (FLC),FLC,FLC,N/A,/coins/flc/overview,3565,0,N/A,1000000000,N/A,N/A,False,7605,Fieldcoin
SHKG,926725,N/A,/media/35264208/shkg.png,SharkGate (SHKG),SHKG,SHKG,N/A,/coins/shkg/overview,3566,0,N/A,1000000000,N/A,0x0d06bbACCcebaf66B30BB5160380C976eC3c4E7b,False,7605,SharkGate
TENZ,926727,N/A,/media/35264209/tenz.png,Tenzorum (TENZ),TENZ,TENZ,N/A,/coins/tenz/overview,3567,0,N/A,N/A,N/A,N/A,False,7605,Tenzorum
HUB,926729,N/A,/media/35264210/hub.png,Tresorio HUB (HUB),HUB,HUB,N/A,/coins/hub/overview,3568,0,N/A,2000000000,N/A,N/A,False,7605,Tresorio HUB
TWC,926731,N/A,/media/35264211/twc.png,Twilight (TWC),TWC,TWC,N/A,/coins/twc/overview,3569,0,N/A,1000000000,N/A,N/A,False,7605,Twilight
BCHABC,926580,N/A,/media/35264125/bchabc.png,Bitcoin Cash ABC (BCHABC),BCHABC,BCHABC,SHA256,/coins/bchabc/overview,3517,0,N/A,N/A,N/A,N/A,False,N/A,Bitcoin Cash ABC
WUG,926736,N/A,/media/35264215/wug.png,WatchUGot (WUG),WUG,WUG,N/A,/coins/wug/overview,3570,0,N/A,1000000000,N/A,N/A,False,7605,WatchUGot
CAND,926741,N/A,/media/35264218/cand.png,Canlead (CAND),CAND,CAND,N/A,/coins/cand/overview,3571,0,N/A,1000000000,N/A,N/A,False,7605,Canlead
CTW,926743,N/A,/media/35264219/ctw.png,Citowise (CTW),CTW,CTW,N/A,/coins/ctw/overview,3572,0,N/A,350000000,N/A,N/A,False,7605,Citowise
CRV,926746,N/A,/media/35264220/crv.png,Cravy (CRV),CRV,CRV,N/A,/coins/crv/overview,3573,0,N/A,16355000000,N/A,N/A,False,7605,Cravy
XIM,926748,N/A,/media/35264222/xim.png,Impresso (XIM),XIM,XIM,N/A,/coins/xim/overview,3574,0,N/A,100000000,N/A,N/A,False,7605,Impresso
NAM,926750,N/A,/media/35264223/nam.png,Namacoin  (NAM),NAM,NAM,N/A,/coins/nam/overview,3575,0,N/A,95700000,N/A,N/A,False,7605,Namacoin 
UFT,926752,N/A,/media/35264224/uft.png,ufoodo (UFT),UFT,UFT,N/A,/coins/uft/overview,3576,0,N/A,500000000,N/A,0xeea22ba8819ed2b1c2e85f44543fbe11f54f9617,False,7605,ufoodo
2TF,926754,N/A,/media/35264225/2tf.png,2TF (2TF),2TF,2TF,N/A,/coins/2tf/overview,3577,0,N/A,300000000,N/A,N/A,False,7605,2TF
BZKY,926756,N/A,/media/35264226/bzky.png,Bizkey (BZKY),BZKY,BZKY,N/A,/coins/bzky/overview,3578,0,N/A,10000000000,N/A,N/A,False,7605,Bizkey
CARAT,926758,N/A,/media/35264227/carat.png,Carats Token (CARAT),CARAT,CARAT,N/A,/coins/carat/overview,3579,0,N/A,2000000,N/A,0x19ea630bcbc1a511a16e65b6ecd447c92e1c087c,False,7605,Carats Token
ZILLA,926760,N/A,/media/35264228/zilla.png,ChainZilla (ZILLA),ZILLA,ZILLA,N/A,/coins/zilla/overview,3580,0,N/A,11000000,N/A,N/A,False,26132,ChainZilla
BIOC,926396,N/A,/media/34836016/bioc.png,BioCrypt (BIOC),BIOC,BIOC,N/A,/coins/bioc/overview,3477,0,N/A,1000000000,N/A,0xf18432ef894ef4b2a5726f933718f5a8cf9ff831,False,7605,BioCrypt
TCJ,926762,N/A,/media/35264229/tcj.png,Coinshare (TCJ),TCJ,TCJ,N/A,/coins/tcj/overview,3581,0,N/A,500000000,N/A,N/A,False,7605,Coinshare
MAP,926764,N/A,/media/35264230/map.png,Maester Protocol (MAP),MAP,MAP,N/A,/coins/map/overview,3582,0,N/A,1000000000,N/A,N/A,False,7605,Maester Protocol
DN8,926766,N/A,/media/35264231/dn8.png,Pldgr (DN8),DN8,DN8,N/A,/coins/dn8/overview,3583,0,N/A,450000000,N/A,0x74567d0ed4e11bd406d5e48c9074fda4207a5f37,False,7605,Pldgr
XNT,926768,N/A,/media/35264232/xnt.png,Exenium (XNT),XNT,XNT,N/A,/coins/xnt/overview,3584,0,N/A,1000000,N/A,N/A,False,7605,Exenium
PPOVR,926771,N/A,/media/35264233/ppovr.png,POVR (PPOVR),PPOVR,PPOVR,N/A,/coins/ppovr/overview,3585,0,N/A,300000000,N/A,0x1905f04a681499605cc21fab3ae3b6ca8ea933eb,False,7605,POVR
RIPAX,926417,N/A,/media/34836028/ripax.png,RipaEx (RIPAX),RIPAX,RIPAX,N/A,/coins/ripax/overview,3481,0,N/A,115000000,N/A,N/A,False,32699,RipaEx
AWAX,926785,N/A,/media/35264240/awax.png,AWAX (AWAX),AWAX,AWAX,N/A,/coins/awax/overview,3587,0,N/A,30000000000,N/A,N/A,False,7605,AWAX
VAR,926807,N/A,/media/35264241/var.png,VARcrypt (VAR),VAR,VAR,N/A,/coins/var/overview,3588,0,N/A,42000000,N/A,N/A,False,1182,VARcrypt
VTAG,926970,N/A,/media/35264296/vtag.png,veriTAG Token (VTAG),VTAG,VTAG,N/A,/coins/vtag/overview,3590,0,N/A,1000000000,N/A,N/A,False,7605,veriTAG Token
WBY,927109,N/A,/media/35264434/wby.png,WeBuy (WBY),WBY,WBY,N/A,/coins/wby/overview,3591,0,N/A,1000000000,N/A,N/A,False,4614,WeBuy
ERC20,597540,N/A,/media/34836091/erc20.png,Index ERC20 (ERC20),ERC20,ERC20,N/A,/coins/erc20/overview,2015,0,N/A,13000000000,N/A,0xc3761eb917cd790b30dad99f6cc5b4ff93c4f9ea,False,7605,Index ERC20
BFEX,927123,N/A,/media/35280491/bfex.png,BFEX (BFEX),BFEX,BFEX,N/A,/coins/bfex/overview,3593,0,N/A,210000000,N/A,0x8993f76e40ed605f930b13b860bfabdee0756858,False,7605,BFEX
HUS,927127,N/A,/media/35280492/hus.png,HUSSY (HUS),HUS,HUS,N/A,/coins/hus/overview,3594,0,N/A,100000000,N/A,0x974872edc6e82f6a5744deebd1519c7ac209b91c,False,7605,HUSSY
MENU,927140,N/A,/media/35280495/menu.png,MenuBuzz (MENU),MENU,MENU,N/A,/coins/menu/overview,3595,0,N/A,800000000,N/A,N/A,False,7605,MenuBuzz
IDORU,927144,N/A,/media/35280507/idoru.png,Vip2Fan (IDORU),IDORU,IDORU,N/A,/coins/idoru/overview,3597,0,N/A,330000000,N/A,N/A,False,7605,Vip2Fan
WOM,927146,N/A,/media/35280508/wom.png,WOM (WOM),WOM,WOM,N/A,/coins/wom/overview,3598,0,N/A,1000000000,N/A,N/A,False,7605,WOM
HLDY,927160,N/A,/media/35280509/hldy.png,HOLIDAY (HLDY),HLDY,HLDY,N/A,/coins/hldy/overview,3600,0,N/A,240000000,N/A,N/A,False,27368,HOLIDAY
HCN,927162,N/A,/media/35280520/hcn.png,HotCoin (HCN),HCN,HCN,N/A,/coins/hcn/overview,3601,0,N/A,4000000000,N/A,N/A,False,7605,HotCoin
ZUR,30391,N/A,/media/35280521/zur.png,Zurcoin (ZUR),ZUR,ZUR,Quark,/coins/zur/overview,858,0,PoW,126000000,N/A,N/A,False,N/A,Zurcoin
BLACK,927168,N/A,/media/35280523/black.png,eosBLACK (BLACK),BLACK,BLACK,N/A,/coins/black/overview,3603,0,N/A,3000000000,N/A,N/A,False,166503,eosBLACK
HORUS,927176,N/A,/media/35280529/horus.png,HorusPay (HORUS),HORUS,HORUS,N/A,/coins/horus/overview,3604,0,N/A,1200000000,N/A,N/A,False,166503,HorusPay
MEETONE,927184,N/A,/media/35280532/meetone.png,MEET.ONE (MEETONE),MEETONE,MEETONE,N/A,/coins/meetone/overview,3605,0,N/A,10000000000,N/A,N/A,False,166503,MEET.ONE
POA,793845,N/A,/media/35280537/poa.png,Poa Network (POA),POA,POA,Proof-of-Authority,/coins/poa/overview,2407,0,PoA,252460800,N/A,N/A,False,N/A,Poa Network
EMPR,927190,N/A,/media/35284298/empr.png,empowr (EMPR),EMPR,EMPR,N/A,/coins/empr/overview,3607,0,N/A,1697948221,N/A,0xe7d7b37e72510309db27c460378f957b1b04bd5d,False,7605,empowr
ORGT,836456,N/A,/media/30001887/e.png,Organic Token (ORGT),ORGT,ORGT,N/A,/coins/orgt/overview,2511,0,N/A,10000000,N/A,N/A,False,20131,Organic Token
ZBC,45250,N/A,/media/35284309/zbc.png,Zilbercoin (ZBC),ZBC,ZBC,Scrypt,/coins/zbc/overview,1095,0,PoS,55000000,N/A,N/A,False,N/A,Zilbercoin
AGM,927204,N/A,/media/35284310/agm.png,Argoneum (AGM),AGM,AGM,PHI1612,/coins/agm/overview,3609,0,PoW,64000000,N/A,N/A,False,N/A,Argoneum
PTO,927211,N/A,/media/35284315/pto.png,Patentico (PTO),PTO,PTO,N/A,/coins/pto/overview,3611,0,N/A,1000000000,N/A,N/A,False,7605,Patentico
BSC,7482,N/A,/media/20601/bsc.png,BowsCoin (BSC),BSC,BSC,X11,/coins/bsc/overview,419,0,PoW,21000000,N/A,N/A,False,N/A,BowsCoin
VEST,925893,N/A,/media/34835661/vestchain.png,VestChain (VEST),VEST,VEST,N/A,/coins/vest/overview,3402,0,N/A,8848000000,N/A,0x37f04d2c3ae075fad5483bb918491f656b12bdb6,False,7605,VestChain
AS,927213,N/A,/media/35284316/as.png,AmaStar (AS),AS,AS,N/A,/coins/as/overview,3612,0,N/A,110000000,N/A,0xe719fd211b6c809496f2d6a92b8c94819b148b59,False,7605,AmaStar
DPT,927218,N/A,/media/35284318/dpt.png,Deliverers Power Token (DPT),DPT,DPT,N/A,/coins/dpt/overview,3614,0,N/A,5000000000,N/A,N/A,False,7605,Deliverers Power Token
GTN,927220,N/A,/media/35284319/gtn.png,Greentoken (GTN),GTN,GTN,N/A,/coins/gtn/overview,3615,0,N/A,500000000,N/A,N/A,False,7605,Greentoken
VIDI,927222,N/A,/media/35284320/vidi.png,Vidion (VIDI),VIDI,VIDI,N/A,/coins/vidi/overview,3616,0,N/A,150000000,N/A,N/A,False,7605,Vidion
MEET,918953,N/A,/media/34477746/meet.jpg,CoinMeet (MEET),MEET,MEET,N/A,/coins/meet/overview,3028,0,N/A,400000000,N/A,0x7f121d4EC6c2C07eB6BC7989d91d2d4fF654c068,False,7605,CoinMeet
SUQA,927228,N/A,/media/35284324/suqa.png,SUQA (SUQA),SUQA,SUQA,N/A,/coins/suqa/overview,3617,0,PoW,1180000000,N/A,N/A,False,N/A,SUQA
OPQ,927231,N/A,/media/35284326/opq.png,Opacity (OPQ),OPQ,OPQ,N/A,/coins/opq/overview,3618,0,N/A,130000000,N/A,N/A,False,N/A,Opacity
ZYM,927237,N/A,/media/35284330/zym.png,Enzym (ZYM),ZYM,ZYM,N/A,/coins/zym/overview,3619,0,N/A,1000000000,N/A,N/A,False,7605,Enzym
DYNCOIN,927241,N/A,/media/35284331/dyncoin.png,Dyncoin (DYNCOIN),DYNCOIN,DYNCOIN,N/A,/coins/dyncoin/overview,3621,0,N/A,5000000000,N/A,N/A,False,7605,Dyncoin
MIT,927243,N/A,/media/35284333/mit.png,MiMiner (MIT),MIT,MIT,N/A,/coins/mit/overview,3622,0,N/A,22988505.74712644,N/A,N/A,False,7605,MiMiner
PSF,927247,N/A,/media/35284335/psf.png,Prime Shipping Foundation (PSF),PSF,PSF,N/A,/coins/psf/overview,3624,0,N/A,6000000000,N/A,N/A,False,7605,Prime Shipping Foundation
